doc_id,cluster
27526,1
27536,1
27541,1
27545,1
27547,1
27552,1
27553,1
27562,1
27563,1
27570,1
27571,1
27589,1
27590,1
27591,1
27592,1
27599,1
27602,1
27603,1
27604,1
27615,1
27616,1
27620,1
27624,1
27625,1
27631,1
27635,1
27642,1
27648,1
27653,1
27668,1
27684,1
27685,1
27686,1
27687,1
27690,1
27691,1
27693,1
27697,1
27702,1
27708,1
27709,1
27720,1
27721,1
27722,1
27723,1
27724,1
27731,1
27736,1
27737,1
27743,1
27745,1
27751,1
27762,1
27764,1
27768,1
27771,1
27775,1
27786,1
27787,1
27792,1
27798,1
27800,1
27803,1
27810,1
27811,1
27817,1
27818,1
27820,1
27824,1
27826,1
27827,1
27829,1
27837,1
27850,1
27859,1
27860,1
27861,1
27864,1
27865,1
27867,1
27870,1
27871,1
27884,1
27886,1
27893,1
27898,1
27905,1
27906,1
27910,1
27919,1
27923,1
27930,1
27939,1
27941,1
27943,1
27949,1
27950,1
27951,1
27953,1
27968,1
27979,1
27993,1
28000,1
28001,1
28004,1
28014,1
28015,1
28016,1
28017,1
28028,1
28029,1
28042,1
28043,1
28057,1
28064,1
28070,1
28073,1
28077,1
28080,1
28086,1
28087,1
28088,1
28089,1
28095,1
28098,1
28099,1
28104,1
28107,1
28108,1
28110,1
28122,1
28125,1
28131,1
28134,1
28141,1
28158,1
28160,1
28161,1
28162,1
28163,1
28164,1
28175,1
28176,1
28188,1
28189,1
28196,1
28207,1
28213,1
28215,1
28216,1
28229,1
28242,1
28243,1
28247,1
28249,1
28251,1
28253,1
28255,1
28257,1
28258,1
28261,1
28262,1
28263,1
28266,1
28281,1
28282,1
28284,1
28286,1
28289,1
28292,1
28304,1
28305,1
28306,1
28307,1
28309,1
28312,1
28313,1
28322,1
28323,1
28330,1
28331,1
28335,1
28336,1
28337,1
28339,1
28357,1
28360,1
28361,1
28362,1
28366,1
28369,1
28372,1
28374,1
28375,1
28376,1
28388,1
28391,1
28399,1
28400,1
28401,1
28402,1
28405,1
28406,1
28407,1
28421,1
28425,1
28426,1
28439,1
28440,1
28443,1
28446,1
28453,1
28454,1
28455,1
28458,1
28460,1
28468,1
28472,1
28474,1
28475,1
28481,1
28487,1
28492,1
28498,1
28500,1
28505,1
28509,1
28517,1
28519,1
28521,1
28523,1
28525,1
28529,1
28530,1
28531,1
28533,1
28535,1
28539,1
28550,1
28551,1
28558,1
28559,1
28564,1
28565,1
28567,1
28570,1
28573,1
28578,1
28589,1
28598,1
28602,1
28604,1
28605,1
28606,1
28610,1
28611,1
28613,1
28639,1
28645,1
28646,1
28649,1
28652,1
28656,1
28657,1
28658,1
28659,1
28661,1
28684,1
28685,1
28686,1
28687,1
28692,1
28695,1
28705,1
28710,1
28718,1
28719,1
28721,1
28722,1
28726,1
28730,1
28737,1
28738,1
28744,1
28755,1
28756,1
28765,1
28766,1
28769,1
28798,1
28799,1
28813,1
28821,1
28830,1
28833,1
28836,1
28852,1
28858,1
28865,1
28871,1
28872,1
28876,1
28884,1
28885,1
28887,1
28888,1
28892,1
28894,1
28896,1
28897,1
28901,1
28903,1
28914,1
28916,1
28917,1
28921,1
28934,1
28942,1
28957,1
28962,1
28967,1
28977,1
28984,1
28986,1
28991,1
28992,1
28994,1
28995,1
29017,1
29019,1
29044,1
29046,1
29047,1
29054,1
29078,1
29079,1
29082,1
29083,1
29084,1
29085,1
29095,1
29106,1
29118,1
29119,1
29122,1
29123,1
29126,1
29128,1
29132,1
29148,1
29152,1
29158,1
29159,1
29160,1
29161,1
29162,1
29163,1
29165,1
29167,1
29170,1
29171,1
29173,1
29174,1
29175,1
29182,1
29184,1
29189,1
29194,1
29200,1
29205,1
29206,1
29214,1
29216,1
29219,1
29240,1
29241,1
29250,1
29254,1
29269,1
29270,1
29278,1
29279,1
29292,1
29293,1
29296,1
29306,1
29307,1
29308,1
29316,1
29320,1
29333,1
29337,1
29344,1
29347,1
29349,1
29351,1
29352,1
29360,1
29361,1
29365,1
29366,1
29376,1
29377,1
29382,1
29386,1
29387,1
29389,1
29391,1
29399,1
29405,1
29415,1
29419,1
29427,1
29429,1
29436,1
29437,1
29438,1
29439,1
29440,1
29451,1
29453,1
29457,1
29465,1
29466,1
29468,1
29469,1
29484,1
29486,1
29493,1
29495,1
29504,1
29521,1
29531,1
29533,1
29561,1
29599,1
29616,1
29621,1
29635,1
29643,1
29644,1
29648,1
29649,1
29650,1
29653,1
29657,1
29683,1
29685,1
29691,1
29695,1
29708,1
29719,1
29721,1
29722,1
29728,1
29731,1
29734,1
29735,1
29740,1
29742,1
29752,1
29754,1
29756,1
29758,1
29763,1
29765,1
29770,1
29775,1
29784,1
29787,1
29789,1
29792,1
29797,1
29802,1
29806,1
29808,1
29812,1
29813,1
29820,1
29825,1
29826,1
29830,1
29831,1
29839,1
29849,1
29851,1
29859,1
29861,1
29862,1
29873,1
29875,1
29886,1
29889,1
29900,1
29901,1
29902,1
29910,1
29914,1
29915,1
29919,1
29924,1
29931,1
29934,1
29940,1
29941,1
29942,1
29945,1
29958,1
29974,1
29977,1
29983,1
29993,1
30011,1
30012,1
30013,1
30019,1
30023,1
30030,1
30031,1
30034,1
30048,1
30064,1
30066,1
30067,1
30070,1
30074,1
30075,1
30078,1
30101,1
30111,1
30117,1
30129,1
30144,1
30145,1
30168,1
30171,1
30173,1
30182,1
