doc_id,cluster
16756,1
16773,1
16782,1
16783,1
16789,1
16800,1
16809,1
16814,1
16815,1
16816,1
16820,1
16822,1
16825,1
16829,1
16836,1
16844,1
16845,1
16847,1
16857,1
16859,1
16864,1
16868,1
16873,1
16878,1
16882,1
16883,1
16884,1
16886,1
16890,1
16891,1
16893,1
16902,1
16918,1
16919,1
16921,1
16924,1
16925,1
16927,1
16932,1
16933,1
16951,1
16955,1
16959,1
16964,1
16965,1
16974,1
16980,1
16993,1
17001,1
17014,1
17019,1
17024,1
17025,1
17027,1
17028,1
17031,1
17032,1
17033,1
17034,1
17041,1
17049,1
17058,1
17059,1
17060,1
17061,1
17062,1
17065,1
17071,1
17076,1
17077,1
17082,1
17098,1
17110,1
17111,1
17114,1
17144,1
17145,1
17146,1
17153,1
17169,1
17170,1
17178,1
17179,1
17184,1
17189,1
17191,1
17193,1
17208,1
17209,1
17226,1
17227,1
17232,1
17240,1
17257,1
17262,1
17265,1
17266,1
17272,1
17276,1
17288,1
17294,1
17305,1
17310,1
17311,1
17312,1
17323,1
17327,1
17330,1
17334,1
17335,1
17336,1
17339,1
17344,1
17346,1
17348,1
17352,1
17376,1
17378,1
17385,1
17386,1
17387,1
17390,1
17392,1
17393,1
17414,1
17420,1
17423,1
17432,1
17434,1
17435,1
17443,1
17451,1
17462,1
17465,1
17475,1
17479,1
17490,1
17496,1
17501,1
17502,1
17505,1
17510,1
17511,1
17512,1
17517,1
17523,1
17524,1
17527,1
17529,1
17539,1
17547,1
17548,1
17555,1
17581,1
17593,1
17594,1
17596,1
17620,1
17621,1
17622,1
17623,1
17625,1
17634,1
17635,1
17644,1
17653,1
17661,1
17662,1
17667,1
17674,1
17678,1
17682,1
17684,1
17686,1
17688,1
17690,1
17691,1
17693,1
17695,1
17698,1
17702,1
17717,1
17718,1
17719,1
17725,1
17728,1
17732,1
17733,1
17738,1
17740,1
17743,1
17747,1
17751,1
17754,1
17756,1
17768,1
17783,1
17792,1
17794,1
17797,1
17801,1
17802,1
17803,1
17806,1
17807,1
17811,1
17812,1
17814,1
17816,1
17817,1
17844,1
17845,1
17846,1
17847,1
17848,1
17849,1
17853,1
17854,1
17855,1
17861,1
17863,1
17875,1
17876,1
17877,1
17879,1
17882,1
17884,1
17886,1
17887,1
17890,1
17891,1
17896,1
17897,1
17898,1
17899,1
17902,1
17910,1
17912,1
17914,1
17917,1
17919,1
17923,1
17924,1
17925,1
17927,1
17932,1
17933,1
17936,1
17942,1
17958,1
17965,1
17967,1
17970,1
17973,1
17978,1
17982,1
17984,1
17989,1
17998,1
18006,1
18008,1
18009,1
18013,1
18014,1
18015,1
18017,1
18018,1
18020,1
18021,1
18023,1
18026,1
18028,1
18031,1
18034,1
18037,1
18048,1
18049,1
18050,1
18061,1
18063,1
18072,1
18074,1
18075,1
18077,1
18078,1
18088,1
18102,1
18110,1
18111,1
18114,1
18115,1
18116,1
18117,1
18128,1
18129,1
18145,1
18147,1
18148,1
18150,1
18153,1
18154,1
18155,1
18157,1
18158,1
18159,1
18164,1
18168,1
18169,1
18175,1
18178,1
18182,1
18183,1
18186,1
18187,1
18191,1
18192,1
18194,1
18195,1
18196,1
18198,1
18200,1
18210,1
18216,1
18223,1
18226,1
18227,1
18232,1
18239,1
18249,1
18259,1
18263,1
18274,1
18275,1
18276,1
18288,1
18289,1
18291,1
18297,1
18300,1
18302,1
18303,1
18308,1
18316,1
18317,1
18337,1
18340,1
18353,1
18360,1
18362,1
18370,1
18376,1
18377,1
18379,1
18380,1
18384,1
18386,1
18391,1
18392,1
18394,1
18396,1
18397,1
18398,1
18399,1
18401,1
18404,1
18409,1
18410,1
18416,1
18417,1
18418,1
18421,1
18426,1
18427,1
18429,1
18431,1
18440,1
18443,1
18447,1
18449,1
18464,1
18467,1
18470,1
18471,1
18472,1
18474,1
18475,1
18514,1
18517,1
18522,1
18523,1
18538,1
18539,1
18546,1
18547,1
18548,1
18562,1
18565,1
18574,1
18578,1
18580,1
18596,1
18597,1
18598,1
18602,1
18609,1
18615,1
18627,1
18628,1
18643,1
18651,1
18657,1
18659,1
18660,1
18662,1
18665,1
18666,1
18668,1
18669,1
18671,1
18681,1
18699,1
18700,1
18703,1
18706,1
18707,1
18715,1
18716,1
18719,1
18729,1
18736,1
18745,1
18756,1
18757,1
18759,1
18760,1
18767,1
18771,1
18778,1
18794,1
18803,1
18804,1
18813,1
18816,1
18817,1
18818,1
18819,1
18823,1
18825,1
18826,1
18828,1
18831,1
18834,1
18839,1
18842,1
18847,1
18851,1
18852,1
18853,1
18856,1
18864,1
18882,1
18886,1
18892,1
18897,1
18918,1
18919,1
18920,1
18921,1
18924,1
18934,1
18935,1
18947,1
18951,1
18955,1
18957,1
18961,1
18964,1
18965,1
18974,1
18975,1
18985,1
18993,1
19014,1
19018,1
19019,1
19020,1
19030,1
19032,1
19033,1
19034,1
19037,1
19043,1
19051,1
19057,1
19063,1
19067,1
19071,1
19084,1
19091,1
19094,1
19099,1
19103,1
19109,1
19111,1
19115,1
19120,1
19130,1
19132,1
19138,1
19139,1
19140,1
19141,1
19142,1
19154,1
19162,1
19168,1
19177,1
19179,1
19180,1
19181,1
19182,1
19190,1
19193,1
19197,1
19208,1
19209,1
19212,1
19214,1
19223,1
19225,1
19234,1
19235,1
19242,1
19243,1
19247,1
19248,1
19249,1
19250,1
19252,1
19254,1
19266,1
19286,1
19290,1
19293,1
19308,1
19314,1
19316,1
19317,1
19318,1
19319,1
19323,1
19335,1
19342,1
19356,1
19366,1
19368,1
19369,1
19380,1
19386,1
19387,1
19399,1
19412,1
19420,1
19423,1
19425,1
19427,1
19430,1
19431,1
19432,1
19435,1
19442,1
19449,1
19450,1
19456,1
19457,1
19458,1
19460,1
19467,1
19472,1
19474,1
19478,1
19479,1
19484,1
19490,1
19501,1
19504,1
19506,1
19508,1
19510,1
19515,1
19523,1
19528,1
19531,1
19543,1
19553,1
19560,1
19568,1
19579,1
19586,1
19592,1
19607,1
19613,1
19621,1
19623,1
19624,1
19626,1
19632,1
19633,1
19636,1
19637,1
19640,1
19642,1
19648,1
19654,1
19655,1
19658,1
19659,1
19662,1
19663,1
19665,1
19670,1
19671,1
19681,1
19685,1
19697,1
19698,1
19703,1
19708,1
19722,1
19731,1
19741,1
19742,1
19743,1
19745,1
19746,1
19747,1
19755,1
19780,1
19784,1
19786,1
19793,1
19795,1
19811,1
19821,1
19844,1
19846,1
19851,1
19856,1
19857,1
19865,1
19866,1
19867,1
19874,1
19878,1
19880,1
19883,1
19895,1
19896,1
19900,1
19912,1
19925,1
19934,1
19948,1
19960,1
19963,1
19970,1
19975,1
19986,1
19988,1
19989,1
20001,1
20002,1
20015,1
20018,1
20027,1
20030,1
20032,1
20050,1
20051,1
20054,1
20057,1
20060,1
20061,1
20063,1
20065,1
20072,1
20076,1
20089,1
20093,1
20098,1
17089,3
17095,3
17096,3
17104,3
17105,3
17106,3
17107,3
17112,3
17113,3
17121,3
17123,3
17129,3
17135,3
17137,3
17151,3
17152,3
17159,3
17231,3
17243,3
17254,3
17255,3
17258,3
17260,3
17267,3
17270,3
17274,3
17277,3
17280,3
17283,3
17289,3
17296,3
17297,3
17302,3
17304,3
17306,3
17308,3
17309,3
17313,3
17317,3
17320,3
17321,3
17357,3
17422,3
17445,3
17447,3
17449,3
17452,3
17453,3
17463,3
17466,3
17476,3
17477,3
17484,3
17485,3
17503,3
17514,3
17515,3
17516,3
17519,3
17525,3
17528,3
17533,3
17557,3
17578,3
17647,3
17648,3
17649,3
17650,3
17651,3
17655,3
17666,3
17687,3
17700,3
17701,3
17704,3
17708,3
17715,3
17716,3
17724,3
17729,3
17745,3
17750,3
17778,3
17790,3
17800,3
17841,3
17851,3
17885,3
17888,3
17889,3
17909,3
17921,3
17930,3
17931,3
17934,3
17972,3
17975,3
18010,3
18012,3
18030,3
18103,3
18142,3
18151,3
18156,3
18173,3
18179,3
18180,3
18204,3
18208,3
18229,3
18237,3
18248,3
18260,3
18298,3
18301,3
18310,3
18341,3
18343,3
18347,3
18349,3
18364,3
18368,3
18369,3
18372,3
18381,3
18413,3
18414,3
18419,3
18424,3
18425,3
18433,3
18434,3
18435,3
18437,3
18438,3
18503,3
18506,3
18507,3
18529,3
18550,3
18568,3
18581,3
18582,3
18584,3
18588,3
18589,3
18590,3
18600,3
18605,3
18608,3
18619,3
18621,3
18631,3
18635,3
18637,3
18648,3
18653,3
18677,3
18705,3
18742,3
18743,3
18744,3
18747,3
18748,3
18749,3
18750,3
18751,3
18761,3
18762,3
18775,3
18776,3
18780,3
18786,3
18792,3
18814,3
18829,3
18832,3
18868,3
