doc_id,cluster
9847,1
9852,1
9857,1
9859,1
9862,1
9871,1
9881,1
9893,1
9894,1
9899,1
9904,1
9905,1
9908,1
9910,1
9916,1
9919,1
9926,1
9927,1
9930,1
9933,1
9938,1
9950,1
9952,1
9953,1
9954,1
9968,1
9969,1
9970,1
9974,1
9978,1
9983,1
9984,1
9985,1
9990,1
9993,1
9994,1
9995,1
9996,1
10000,1
10004,1
10006,1
10007,1
10014,1
10015,1
10020,1
10021,1
10027,1
10043,1
10045,1
10051,1
10067,1
10069,1
10072,1
10078,1
10079,1
10083,1
10085,1
10091,1
10118,1
10126,1
10131,1
10139,1
10147,1
10150,1
10156,1
10157,1
10158,1
10159,1
10165,1
10167,1
10171,1
10174,1
10196,1
10197,1
10198,1
10199,1
10205,1
10209,1
10214,1
10220,1
10222,1
10224,1
10228,1
10229,1
10239,1
10240,1
10243,1
10245,1
10246,1
10247,1
10253,1
10267,1
10269,1
10275,1
10292,1
10293,1
10302,1
10318,1
10319,1
10329,1
10348,1
10358,1
10360,1
10365,1
10366,1
10367,1
10374,1
10376,1
10379,1
10393,1
10394,1
10404,1
10406,1
10408,1
10412,1
10417,1
10428,1
10429,1
10436,1
10441,1
10446,1
10447,1
10448,1
10449,1
10452,1
10457,1
10461,1
10464,1
10468,1
10478,1
10479,1
10492,1
10495,1
10498,1
10510,1
10512,1
10513,1
10518,1
10521,1
10524,1
10525,1
10530,1
10533,1
10535,1
10538,1
10544,1
10548,1
10549,1
10562,1
10575,1
10577,1
10589,1
10593,1
10598,1
10599,1
10603,1
10606,1
10607,1
10608,1
10615,1
10641,1
10644,1
10657,1
10664,1
10670,1
10672,1
10682,1
10690,1
10696,1
10697,1
10701,1
10704,1
10711,1
10712,1
10719,1
10727,1
10728,1
10734,1
10748,1
10759,1
10760,1
10761,1
10764,1
10766,1
10770,1
10774,1
10776,1
10777,1
10788,1
10790,1
10798,1
10800,1
10818,1
10819,1
10820,1
10822,1
10823,1
10825,1
10834,1
10843,1
10847,1
10857,1
10858,1
10861,1
10862,1
10864,1
10867,1
10868,1
10879,1
10882,1
10890,1
10895,1
10902,1
10911,1
10913,1
10914,1
10915,1
10923,1
10928,1
10933,1
10943,1
10950,1
10951,1
10952,1
10953,1
10954,1
10955,1
10961,1
10963,1
10972,1
10979,1
10981,1
10984,1
10987,1
10988,1
10992,1
10993,1
11008,1
11011,1
11018,1
11020,1
11049,1
11051,1
11054,1
11060,1
11061,1
11062,1
11064,1
11067,1
11068,1
11069,1
11073,1
11080,1
11086,1
11094,1
11095,1
11113,1
11119,1
11122,1
11125,1
11126,1
11128,1
11129,1
11138,1
11140,1
11142,1
11143,1
11154,1
11155,1
11158,1
11167,1
11169,1
11170,1
11172,1
11173,1
11176,1
11177,1
11181,1
11190,1
11208,1
11209,1
11213,1
11217,1
11221,1
11222,1
11226,1
11228,1
11242,1
11244,1
11245,1
11246,1
11247,1
11253,1
11279,1
11281,1
11284,1
11285,1
11286,1
11287,1
11290,1
11291,1
11293,1
11296,1
11297,1
11300,1
11305,1
11311,1
11319,1
11325,1
11326,1
11327,1
11330,1
11335,1
11346,1
11355,1
11356,1
11358,1
11363,1
11364,1
11368,1
11370,1
11379,1
11381,1
11382,1
11388,1
11397,1
11399,1
11401,1
11402,1
11406,1
11410,1
11413,1
11416,1
11426,1
11433,1
11447,1
11476,1
11483,1
11486,1
11487,1
11492,1
11506,1
11508,1
11517,1
11523,1
11526,1
11528,1
11536,1
11537,1
11540,1
11542,1
11543,1
11544,1
11552,1
11554,1
11558,1
11559,1
11560,1
11562,1
11563,1
11566,1
11575,1
11578,1
11583,1
11584,1
11585,1
11587,1
11591,1
11594,1
11596,1
11602,1
11605,1
11613,1
11614,1
11616,1
11619,1
11626,1
11630,1
11631,1
11632,1
11635,1
11637,1
11639,1
11664,1
11669,1
11671,1
11682,1
11683,1
11684,1
11686,1
11691,1
11693,1
11696,1
11697,1
11707,1
11709,1
11717,1
11720,1
11727,1
11739,1
11740,1
11745,1
11751,1
11752,1
11757,1
11762,1
11766,1
11767,1
11768,1
11775,1
11781,1
11786,1
11787,1
