doc_id,cluster
24057,1
24058,1
24070,1
24072,1
24073,1
24075,1
24092,1
24099,1
24109,1
24110,1
24112,1
24113,1
24115,1
24117,1
24136,1
24137,1
24160,1
24161,1
24164,1
24165,1
24166,1
24167,1
24176,1
24182,1
24183,1
24188,1
24195,1
24196,1
24198,1
24199,1
24204,1
24213,1
24215,1
24216,1
24219,1
24235,1
24238,1
24239,1
24242,1
24243,1
24264,1
24266,1
24268,1
24297,1
24302,1
24306,1
24323,1
24325,1
24327,1
24331,1
24332,1
24335,1
24336,1
24337,1
24338,1
24346,1
24352,1
24353,1
24358,1
24361,1
24365,1
24369,1
24376,1
24381,1
24402,1
24406,1
24410,1
24411,1
24413,1
24414,1
24415,1
24416,1
24422,1
24424,1
24425,1
24428,1
24439,1
24440,1
24448,1
24452,1
24455,1
24459,1
24462,1
24469,1
24477,1
24486,1
24488,1
24489,1
24500,1
24525,1
24528,1
24548,1
24557,1
24558,1
24559,1
24564,1
24566,1
24573,1
24605,1
24606,1
24607,1
24612,1
24617,1
24622,1
24629,1
24636,1
24639,1
24643,1
24649,1
24661,1
24662,1
24676,1
24687,1
24689,1
24691,1
24692,1
24693,1
24703,1
24714,1
24715,1
24716,1
24717,1
24718,1
24719,1
24726,1
24730,1
24732,1
24733,1
24742,1
24745,1
24758,1
24762,1
24763,1
24765,1
24766,1
24773,1
24774,1
24775,1
24776,1
24796,1
24799,1
24801,1
24809,1
24820,1
24821,1
24833,1
24834,1
24836,1
24840,1
24846,1
24847,1
24849,1
24851,1
24862,1
24871,1
24875,1
24880,1
24881,1
24884,1
24885,1
24886,1
24891,1
24892,1
24899,1
24902,1
24908,1
24914,1
24915,1
24916,1
24917,1
24920,1
24921,1
24927,1
24929,1
24930,1
24932,1
24941,1
24944,1
24946,1
24955,1
24956,1
24960,1
24964,1
24976,1
24981,1
24982,1
24983,1
24993,1
24997,1
25000,1
25016,1
25018,1
25024,1
25027,1
25030,1
25035,1
25040,1
25043,1
25046,1
25068,1
25069,1
25079,1
25082,1
25083,1
25092,1
25093,1
25095,1
25096,1
25103,1
25104,1
25108,1
25118,1
25122,1
25123,1
25135,1
25139,1
25140,1
25144,1
25161,1
25165,1
25169,1
25176,1
25184,1
25186,1
25188,1
25189,1
25193,1
25200,1
25201,1
25205,1
25206,1
25207,1
25211,1
25213,1
25215,1
25220,1
25226,1
25228,1
25229,1
25244,1
25247,1
25251,1
25268,1
25272,1
25280,1
25281,1
25287,1
25291,1
25292,1
25295,1
25296,1
25299,1
25312,1
25313,1
25315,1
25320,1
25322,1
25338,1
25355,1
25362,1
25366,1
25367,1
25368,1
25373,1
25375,1
25376,1
25378,1
25379,1
25388,1
25393,1
25403,1
25404,1
25419,1
25429,1
25430,1
25431,1
25434,1
25436,1
25441,1
25442,1
25444,1
25446,1
25447,1
25449,1
25455,1
25461,1
25462,1
25470,1
25476,1
25478,1
25519,1
25521,1
25526,1
25531,1
25536,1
25542,1
25558,1
25559,1
25560,1
25565,1
25568,1
25571,1
25572,1
25574,1
25580,1
25583,1
25584,1
25593,1
25594,1
25595,1
25596,1
25598,1
25603,1
25604,1
25606,1
25609,1
25612,1
25613,1
25617,1
25618,1
25624,1
25634,1
25638,1
25650,1
25659,1
25661,1
25662,1
25674,1
25677,1
25681,1
25685,1
25687,1
25691,1
25693,1
25709,1
25718,1
25725,1
25727,1
25730,1
25734,1
25740,1
25742,1
25750,1
25751,1
25762,1
25768,1
25769,1
25776,1
25781,1
25786,1
25795,1
25798,1
25806,1
25807,1
25829,1
25837,1
25844,1
25846,1
25848,1
25849,1
25861,1
25862,1
25867,1
25868,1
25876,1
25877,1
25879,1
25884,1
25892,1
25893,1
25898,1
25899,1
25905,1
25911,1
25912,1
25917,1
25928,1
25929,1
25941,1
25942,1
25943,1
25952,1
25954,1
25958,1
25976,1
25978,1
25980,1
25985,1
25997,1
26000,1
26004,1
26005,1
26007,1
26011,1
26022,1
26026,1
26028,1
26029,1
26032,1
26039,1
26044,1
26051,1
26065,1
26067,1
26083,1
26097,1
26107,1
26113,1
26115,1
26116,1
26117,1
26121,1
26123,1
26138,1
26139,1
26142,1
26158,1
26162,1
26165,1
26169,1
26189,1
26197,1
26199,1
26208,1
26209,1
26210,1
26212,1
26225,1
26227,1
26231,1
26232,1
26238,1
26239,1
26250,1
26251,1
26270,1
26277,1
26282,1
26283,1
26287,1
26290,1
26291,1
26293,1
26303,1
26315,1
26326,1
26344,1
26350,1
26351,1
26355,1
26356,1
26364,1
26365,1
26368,1
26372,1
26373,1
26376,1
26377,1
26381,1
26382,1
26389,1
26404,1
26416,1
26417,1
26430,1
26442,1
26443,1
26450,1
26451,1
26456,1
26468,1
26469,1
26470,1
26475,1
26478,1
26480,1
26488,1
26492,1
26493,1
26502,1
26509,1
26516,1
26522,1
26529,1
26536,1
26547,1
26550,1
26556,1
26560,1
26561,1
26562,1
26573,1
26582,1
26585,1
26595,1
26596,1
26600,1
26601,1
26603,1
26605,1
26623,1
26624,1
26625,1
26630,1
26638,1
26639,1
26642,1
26643,1
26655,1
26666,1
26667,1
26669,1
26678,1
26694,1
26695,1
26696,1
26700,1
26709,1
26713,1
26715,1
26726,1
26735,1
26739,1
26744,1
26750,1
26752,1
26753,1
26754,1
26757,1
26758,1
26759,1
26768,1
26777,1
26789,1
26790,1
26793,1
26795,1
26797,1
26800,1
26801,1
26802,1
26815,1
26816,1
26818,1
26819,1
26820,1
26821,1
26825,1
26828,1
26829,1
26832,1
26836,1
26844,1
26848,1
26851,1
26852,1
26856,1
26861,1
26862,1
26865,1
26866,1
26868,1
26870,1
26875,1
26878,1
26886,1
26894,1
26895,1
26900,1
26901,1
26907,1
26912,1
26913,1
26914,1
26915,1
26921,1
26924,1
26926,1
26927,1
26937,1
26941,1
26945,1
26946,1
26947,1
26952,1
26953,1
26954,1
26961,1
26969,1
26975,1
26978,1
26990,1
26996,1
27007,1
27021,1
27022,1
27023,1
27029,1
27038,1
27040,1
27044,1
27045,1
27049,1
27050,1
27051,1
27052,1
27053,1
27057,1
27066,1
27072,1
27078,1
27079,1
27083,1
27090,1
27092,1
27093,1
27094,1
27110,1
27119,1
27127,1
27130,1
27131,1
27132,1
27141,1
27156,1
27157,1
27180,1
27195,1
27196,1
27199,1
27201,1
27204,1
27215,1
27239,1
27241,1
27243,1
27244,1
27251,1
27252,1
27253,1
27258,1
27264,1
27279,1
27292,1
27316,1
27318,1
27324,1
27326,1
27327,1
27330,1
27332,1
27333,1
27339,1
27343,1
27344,1
27345,1
27346,1
27357,1
27365,1
27368,1
27377,1
27382,1
27383,1
27390,1
27391,1
27405,1
27418,1
27419,1
27429,1
27434,1
27435,1
27436,1
27437,1
27438,1
27447,1
27448,1
27456,1
27463,1
27468,1
27477,1
27478,1
27479,1
27495,1
27496,1
27497,1
27508,1
27520,1
27521,1
27522,1
27523,1
24277,3
24282,3
24285,3
24290,3
24291,3
24296,3
24299,3
24311,3
24312,3
24315,3
24320,3
24333,3
24339,3
24348,3
24354,3
24370,3
24394,3
24399,3
24400,3
24401,3
24419,3
24443,3
24445,3
24446,3
24450,3
24474,3
24476,3
24485,3
24491,3
24495,3
24503,3
24508,3
24514,3
24515,3
24516,3
24520,3
24522,3
24526,3
24527,3
24534,3
24611,3
24642,3
24644,3
24645,3
24647,3
24648,3
24650,3
24651,3
24652,3
24653,3
24660,3
24674,3
24678,3
24679,3
24701,3
24702,3
24724,3
24725,3
24727,3
24731,3
24748,3
24767,3
24825,3
24852,3
24853,3
24864,3
24866,3
24872,3
24873,3
24877,3
24888,3
24889,3
24890,3
24900,3
24905,3
24918,3
24919,3
24925,3
24926,3
24933,3
24938,3
24942,3
24957,3
25004,3
25008,3
25014,3
25026,3
25033,3
25034,3
25044,3
25054,3
25056,3
25078,3
25087,3
25097,3
25109,3
25117,3
25125,3
25148,3
25149,3
25150,3
25151,3
25152,3
25164,3
25177,3
25178,3
25179,3
25187,3
25190,3
25219,3
25224,3
25230,3
25232,3
25241,3
25255,3
25283,3
25309,3
25321,3
25331,3
25332,3
25333,3
25335,3
25336,3
25344,3
25348,3
25350,3
25351,3
25361,3
25374,3
25387,3
25406,3
25437,3
25438,3
25439,3
25451,3
25486,3
25511,3
25522,3
25540,3
25548,3
25549,3
25556,3
25563,3
25564,3
25566,3
25575,3
25581,3
25608,3
25615,3
25616,3
25620,3
25635,3
25636,3
25639,3
25640,3
25643,3
25652,3
25664,3
25668,3
25669,3
25680,3
25682,3
25686,3
