doc_id,cluster
3,1
4,1
7,1
8,1
15,1
20,1
21,1
22,1
23,1
25,1
27,1
28,1
30,1
31,1
36,1
50,1
53,1
57,1
58,1
59,1
61,1
66,1
67,1
70,1
80,1
94,1
98,1
102,1
110,1
119,1
120,1
125,1
126,1
130,1
131,1
132,1
139,1
143,1
147,1
148,1
149,1
150,1
151,1
155,1
157,1
161,1
163,1
173,1
174,1
180,1
190,1
194,1
196,1
206,1
213,1
216,1
217,1
222,1
235,1
240,1
242,1
246,1
250,1
251,1
252,1
254,1
256,1
257,1
268,1
269,1
278,1
281,1
283,1
287,1
290,1
293,1
296,1
297,1
298,1
308,1
309,1
319,1
322,1
325,1
327,1
331,1
337,1
340,1
341,1
345,1
350,1
352,1
355,1
367,1
370,1
372,1
383,1
401,1
403,1
405,1
418,1
420,1
426,1
427,1
428,1
432,1
439,1
442,1
443,1
447,1
448,1
455,1
456,1
457,1
459,1
460,1
466,1
468,1
470,1
482,1
483,1
487,1
490,1
495,1
504,1
506,1
520,1
521,1
526,1
530,1
533,1
535,1
536,1
537,1
540,1
541,1
544,1
548,1
549,1
551,1
556,1
559,1
560,1
562,1
566,1
571,1
579,1
582,1
587,1
594,1
597,1
598,1
600,1
601,1
602,1
606,1
613,1
624,1
627,1
632,1
635,1
637,1
639,1
640,1
641,1
642,1
643,1
651,1
653,1
655,1
656,1
669,1
676,1
680,1
681,1
683,1
689,1
693,1
703,1
704,1
709,1
720,1
726,1
730,1
734,1
743,1
746,1
755,1
760,1
762,1
774,1
777,1
778,1
780,1
784,1
785,1
786,1
787,1
788,1
791,1
793,1
794,1
797,1
802,1
812,1
814,1
815,1
819,1
821,1
829,1
831,1
833,1
834,1
853,1
858,1
859,1
865,1
873,1
874,1
885,1
887,1
888,1
899,1
913,1
914,1
922,1
928,1
943,1
944,1
945,1
948,1
949,1
950,1
951,1
957,1
961,1
965,1
968,1
969,1
971,1
972,1
973,1
985,1
986,1
987,1
1002,1
1006,1
1009,1
1010,1
1013,1
1017,1
1019,1
1020,1
1023,1
1024,1
1027,1
1029,1
1031,1
1037,1
1039,1
1049,1
1059,1
1061,1
1062,1
1067,1
1068,1
1074,1
1075,1
1077,1
1082,1
1084,1
1085,1
1091,1
1092,1
1098,1
1099,1
1100,1
1101,1
1104,1
1105,1
1111,1
1113,1
1117,1
1120,1
1125,1
1146,1
1158,1
1159,1
1160,1
1161,1
1164,1
1172,1
1182,1
1190,1
1194,1
1204,1
1215,1
1216,1
1220,1
1224,1
1231,1
1236,1
1237,1
1238,1
1249,1
1253,1
1260,1
1261,1
1267,1
1273,1
1275,1
1281,1
1282,1
1288,1
1299,1
1300,1
1310,1
1312,1
1332,1
1338,1
1340,1
1342,1
1347,1
1357,1
1358,1
1364,1
1366,1
1371,1
1372,1
1380,1
1393,1
1394,1
1395,1
1400,1
1401,1
1402,1
1413,1
1415,1
1416,1
1418,1
1419,1
1425,1
1431,1
1433,1
1437,1
1449,1
1455,1
1456,1
1458,1
1462,1
1465,1
1466,1
1470,1
