doc_id,cluster
20101,1
20102,1
20104,1
20107,1
20112,1
20114,1
20115,1
20129,1
20140,1
20142,1
20143,1
20146,1
20154,1
20162,1
20167,1
20171,1
20173,1
20174,1
20178,1
20180,1
20186,1
20192,1
20197,1
20198,1
20214,1
20215,1
20238,1
20241,1
20249,1
20261,1
20263,1
20264,1
20270,1
20274,1
20277,1
20282,1
20303,1
20304,1
20305,1
20311,1
20312,1
20313,1
20339,1
20342,1
20347,1
20349,1
20353,1
20379,1
20380,1
20381,1
20385,1
20389,1
20393,1
20412,1
20436,1
20437,1
20448,1
20452,1
20458,1
20460,1
20461,1
20463,1
20474,1
20477,1
20485,1
20502,1
20504,1
20505,1
20510,1
20511,1
20512,1
20515,1
20517,1
20528,1
20540,1
20551,1
20559,1
20560,1
20561,1
20566,1
20569,1
20572,1
20573,1
20593,1
20598,1
20599,1
20600,1
20601,1
20603,1
20609,1
20610,1
20612,1
20615,1
20616,1
20619,1
20632,1
20649,1
20661,1
20662,1
20663,1
20673,1
20676,1
20677,1
20688,1
20700,1
20701,1
20703,1
20714,1
20715,1
20717,1
20729,1
20743,1
20746,1
20748,1
20752,1
20776,1
20781,1
20784,1
20785,1
20790,1
20794,1
20798,1
20800,1
20804,1
20805,1
20808,1
20811,1
20812,1
20814,1
20815,1
20828,1
20839,1
20844,1
20845,1
20846,1
20850,1
20851,1
20879,1
20882,1
20885,1
20886,1
20896,1
20909,1
20918,1
20926,1
20927,1
20931,1
20932,1
20934,1
20937,1
20945,1
20947,1
20951,1
20952,1
20955,1
20961,1
20970,1
20972,1
20973,1
20975,1
20982,1
20990,1
20996,1
21007,1
21018,1
21023,1
21024,1
21026,1
21030,1
21031,1
21036,1
21037,1
21038,1
21040,1
21048,1
21061,1
21064,1
21069,1
21070,1
21071,1
21083,1
21084,1
21085,1
21087,1
21091,1
21095,1
21097,1
21101,1
21102,1
21106,1
21111,1
21115,1
21125,1
21134,1
21137,1
21143,1
21144,1
21145,1
21152,1
21158,1
21179,1
21183,1
21190,1
21192,1
21193,1
21195,1
21218,1
21222,1
21223,1
21226,1
21227,1
21230,1
21231,1
21236,1
21243,1
21244,1
21246,1
21247,1
21248,1
21254,1
21255,1
21267,1
21269,1
21270,1
21271,1
21272,1
21273,1
21275,1
21276,1
21277,1
21282,1
21286,1
21298,1
21302,1
21305,1
21306,1
21314,1
21320,1
21322,1
21335,1
21336,1
21338,1
21339,1
21341,1
21343,1
21344,1
21346,1
21347,1
21352,1
21353,1
21355,1
21356,1
21357,1
21369,1
21374,1
21379,1
21386,1
21387,1
21391,1
21393,1
21403,1
21414,1
21427,1
21428,1
21432,1
21434,1
21436,1
21437,1
21449,1
21451,1
21470,1
21471,1
21473,1
21474,1
21475,1
21476,1
21477,1
21479,1
21484,1
21487,1
21490,1
21495,1
21500,1
21506,1
21508,1
21510,1
21513,1
21514,1
21516,1
21518,1
21525,1
21526,1
21533,1
21536,1
21537,1
21539,1
21540,1
21544,1
21553,1
21554,1
21556,1
21585,1
21586,1
21588,1
21589,1
21592,1
21596,1
21597,1
21608,1
21614,1
21618,1
21622,1
21626,1
21634,1
21637,1
21640,1
21647,1
21649,1
21660,1
21661,1
21668,1
21673,1
21675,1
21679,1
21683,1
21685,1
21691,1
21697,1
21703,1
21706,1
21707,1
21711,1
21721,1
21726,1
21729,1
21732,1
21735,1
21737,1
21741,1
21742,1
21744,1
21768,1
21781,1
21782,1
21783,1
21786,1
21789,1
21793,1
21799,1
21800,1
21804,1
21805,1
21809,1
21810,1
21812,1
21818,1
21821,1
21828,1
21829,1
21844,1
21846,1
21849,1
21852,1
21859,1
21865,1
21868,1
21872,1
21874,1
21877,1
21879,1
21882,1
21888,1
21897,1
21904,1
21909,1
21912,1
21927,1
21928,1
21934,1
21938,1
21952,1
21959,1
21960,1
21964,1
21965,1
21966,1
21971,1
21999,1
22007,1
22013,1
22022,1
22024,1
22030,1
22031,1
22032,1
22034,1
22035,1
22037,1
22048,1
22060,1
22061,1
22062,1
22074,1
22075,1
22099,1
22102,1
22103,1
22114,1
22115,1
22116,1
22120,1
22128,1
22140,1
22142,1
22154,1
22157,1
22159,1
22170,1
22174,1
22178,1
22180,1
22181,1
22183,1
22187,1
22192,1
22207,1
22209,1
22220,1
22221,1
22230,1
22239,1
22245,1
22248,1
22263,1
22277,1
22288,1
22299,1
22300,1
22302,1
22303,1
22314,1
22315,1
22316,1
22329,1
22347,1
22348,1
22354,1
22370,1
22371,1
